Date,Price,Open,High,Low,Change %
6/11/2013,"9,825.00","9,820.00","9,835.00","9,815.00",0.13%
6/10/2013,"9,812.50","9,807.50","9,813.50","9,802.50",0.08%
6/7/2013,"9,805.00","9,780.00","9,805.00","9,780.00",0.13%
6/6/2013,"9,792.50","9,792.50","9,792.50","9,792.50",0.00%
6/5/2013,"9,792.50","9,802.50","9,807.50","9,792.50",-0.08%
6/4/2013,"9,800.00","9,805.00","9,810.00","9,795.00",-0.05%
6/3/2013,"9,805.00","9,810.00","9,815.00","9,805.00",0.10%
5/31/2013,"9,795.00","9,805.00","9,806.00","9,790.00",-0.10%
5/30/2013,"9,805.00","9,815.00","9,815.00","9,805.00",0.03%
5/29/2013,"9,802.50","9,812.50","9,813.50","9,802.50",0.10%
5/28/2013,"9,792.50","9,797.50","9,802.50","9,792.50",0.03%
5/27/2013,"9,790.00","9,775.00","9,800.00","9,775.00",0.18%
5/24/2013,"9,772.50","9,772.50","9,773.50","9,771.50",0.01%
5/23/2013,"9,771.50","9,772.50","9,772.50","9,771.50",0.06%
5/22/2013,"9,765.50","9,767.50","9,767.50","9,765.50",0.03%
5/21/2013,"9,762.50","9,757.50","9,767.50","9,757.50",0.05%
5/20/2013,"9,757.50","9,752.50","9,762.50","9,751.50",0.02%
5/17/2013,"9,755.50","9,747.50","9,762.50","9,746.50",0.06%
5/16/2013,"9,750.00","9,743.00","9,759.00","9,743.00",0.03%
5/15/2013,"9,747.50","9,742.50","9,750.50","9,742.50",0.10%
5/14/2013,"9,737.50","9,736.50","9,740.50","9,731.50",0.00%
5/13/2013,"9,737.50","9,735.50","9,744.50","9,735.50",0.04%
5/10/2013,"9,734.00","9,736.00","9,744.00","9,734.00",0.04%
5/9/2013,"9,730.00","9,730.00","9,730.00","9,730.00",0.00%
5/8/2013,"9,730.00","9,734.00","9,737.00","9,726.00",-0.05%
5/7/2013,"9,734.50","9,732.50","9,740.50","9,732.50",0.00%
5/6/2013,"9,734.50","9,727.50","9,735.50","9,727.50",0.00%
5/3/2013,"9,734.50","9,737.50","9,742.50","9,734.50",-0.03%
5/2/2013,"9,737.00","9,727.00","9,742.00","9,727.00",0.15%
5/1/2013,"9,722.50","9,722.50","9,732.50","9,722.50",0.00%
4/30/2013,"9,722.50","9,717.50","9,724.50","9,717.50",0.02%
4/29/2013,"9,720.50","9,722.50","9,723.50","9,717.50",0.00%
4/26/2013,"9,720.50","9,715.50","9,724.50","9,715.50",0.03%
4/25/2013,"9,718.00","9,713.00","9,721.00","9,713.00",0.01%
4/24/2013,"9,717.50","9,727.50","9,730.50","9,717.50",-0.06%
4/23/2013,"9,723.50","9,716.50","9,726.50","9,716.50",0.06%
4/22/2013,"9,717.50","9,711.50","9,717.50","9,711.50",0.05%
4/19/2013,"9,712.50","9,712.50","9,715.50","9,707.50",-0.02%
4/18/2013,"9,714.50","9,712.50","9,724.50","9,712.50",0.05%
4/17/2013,"9,710.00","9,711.00","9,716.00","9,703.00",-0.07%
4/16/2013,"9,717.00","9,717.00","9,727.00","9,711.00",0.05%
4/15/2013,"9,712.00","9,696.00","9,715.00","9,696.00",-0.01%
4/12/2013,"9,712.50","9,707.50","9,714.50","9,707.50",0.10%
4/11/2013,"9,703.00","9,661.00","9,703.00","9,661.00",0.13%
4/10/2013,"9,690.00","9,712.00","9,712.00","9,687.00",-0.31%
4/9/2013,"9,720.00","9,744.00","9,744.00","9,717.00",-0.29%
4/8/2013,"9,748.50","9,748.50","9,760.50","9,748.50",0.02%
4/5/2013,"9,747.00","9,752.00","9,752.00","9,747.00",-0.02%
4/4/2013,"9,749.00","9,744.00","9,759.00","9,744.00",0.02%
4/3/2013,"9,747.00","9,737.00","9,750.00","9,737.00",0.10%
4/2/2013,"9,737.00","9,726.00","9,739.00","9,726.00",-0.01%
4/1/2013,"9,737.50","9,715.50","9,737.50","9,715.50",0.21%
3/29/2013,"9,717.50","9,717.50","9,717.50","9,717.50",0.00%
3/28/2013,"9,717.50","9,724.50","9,724.50","9,702.50",-0.07%
3/27/2013,"9,724.50","9,730.50","9,735.50","9,707.50",-0.07%
3/26/2013,"9,731.50","9,741.50","9,748.50","9,721.50",-0.03%
3/25/2013,"9,734.00","9,739.00","9,739.00","9,729.00",-0.09%
3/22/2013,"9,742.50","9,732.50","9,742.50","9,732.50",0.10%
3/21/2013,"9,733.00","9,721.00","9,733.00","9,719.00",0.09%
3/20/2013,"9,724.00","9,724.00","9,734.00","9,718.00",0.12%
3/19/2013,"9,712.00","9,712.00","9,713.00","9,705.00",0.01%
3/18/2013,"9,711.00","9,702.00","9,717.00","9,702.00",0.07%
3/15/2013,"9,704.50","9,700.50","9,704.50","9,696.50",0.02%
3/14/2013,"9,702.50","9,692.50","9,712.50","9,692.50",0.12%
3/13/2013,"9,690.50","9,689.50","9,698.50","9,689.50",-0.07%
3/12/2013,"9,697.00","9,697.00","9,697.00","9,697.00",0.00%
3/11/2013,"9,697.00","9,690.00","9,697.00","9,688.00",0.13%
3/8/2013,"9,684.50","9,687.50","9,689.50","9,684.50",-0.08%
3/7/2013,"9,692.50","9,692.50","9,698.50","9,692.50",0.05%
3/6/2013,"9,687.50","9,687.50","9,692.50","9,681.50",-0.05%
3/5/2013,"9,692.50","9,707.50","9,709.50","9,692.50",-0.14%
3/4/2013,"9,706.00","9,700.00","9,716.00","9,700.00",0.29%
3/1/2013,"9,677.50","9,669.50","9,677.50","9,669.50",0.14%
2/28/2013,"9,663.50","9,673.50","9,673.50","9,658.50",-0.23%
2/27/2013,"9,685.50","9,698.50","9,698.50","9,678.50",-0.22%
2/26/2013,"9,707.00","9,707.00","9,712.00","9,702.00",0.02%
2/25/2013,"9,705.00","9,713.00","9,713.00","9,704.00",-0.04%
2/22/2013,"9,709.00","9,706.00","9,714.00","9,700.00",0.07%
2/21/2013,"9,702.50","9,691.50","9,706.50","9,691.50",0.20%
2/20/2013,"9,683.00","9,688.00","9,706.00","9,683.00",-0.20%
2/19/2013,"9,702.50","9,702.50","9,715.50","9,702.50",0.23%
2/18/2013,"9,680.50","9,667.50","9,682.50","9,667.50",0.11%
2/15/2013,"9,669.50","9,662.50","9,685.50","9,662.50",0.10%
2/14/2013,"9,659.50","9,642.50","9,672.50","9,642.50",0.13%
2/13/2013,"9,646.50","9,632.50","9,647.50","9,632.50",0.01%
2/12/2013,"9,645.50","9,612.50","9,647.50","9,612.50",0.27%
2/11/2013,"9,620.00","9,655.00","9,665.00","9,605.00",-0.49%
2/8/2013,"9,667.00","9,692.00","9,702.00","9,667.00",-0.26%
2/7/2013,"9,692.50","9,712.50","9,727.50","9,692.50",-0.18%
2/6/2013,"9,710.00","9,675.00","9,710.00","9,675.00",0.36%
2/5/2013,"9,675.50","9,687.50","9,700.50","9,675.50",0.05%
2/4/2013,"9,670.50","9,682.50","9,689.50","9,652.50",-0.43%
2/1/2013,"9,712.50","9,702.50","9,782.50","9,702.50",0.15%
1/31/2013,"9,697.50","9,697.50","9,777.50","9,666.50",0.10%
1/30/2013,"9,687.50","9,687.50","9,772.50","9,686.50",0.10%
1/29/2013,"9,677.50","9,677.50","9,758.50","9,672.50",0.00%
1/28/2013,"9,677.50","9,667.50","9,737.50","9,666.50",0.26%
1/25/2013,"9,652.50","9,637.50","9,677.50","9,636.50",0.29%
1/24/2013,"9,625.00","9,625.00","9,625.00","9,625.00",0.00%
1/23/2013,"9,625.00","9,640.00","9,670.00","9,625.00",0.05%
1/22/2013,"9,620.00","9,640.00","9,671.00","9,620.00",0.03%
1/21/2013,"9,617.50","9,657.50","9,727.50","9,617.50",-0.13%
1/18/2013,"9,630.00","9,670.00","9,730.00","9,620.00",-0.20%
1/17/2013,"9,649.50","9,687.50","9,712.50","9,649.50",-0.06%
1/16/2013,"9,655.00","9,665.00","9,706.00","9,655.00",0.05%
1/15/2013,"9,650.00","9,690.00","9,740.00","9,650.00",0.16%
1/14/2013,"9,635.00","9,645.00","9,675.00","9,635.00",0.00%
1/11/2013,"9,635.00","9,705.00","9,705.00","9,634.00",-0.26%
1/10/2013,"9,660.00","9,710.00","9,719.00","9,660.00",0.00%
1/9/2013,"9,660.00","9,710.00","9,750.00","9,655.00",-0.10%
1/8/2013,"9,670.00","9,685.00","9,740.00","9,669.00",0.03%
1/7/2013,"9,667.50","9,662.50","9,707.50","9,662.50",0.08%
1/4/2013,"9,660.00","9,665.00","9,676.00","9,660.00",0.05%
1/3/2013,"9,655.00","9,660.00","9,680.00","9,653.00",0.05%
1/2/2013,"9,650.00","9,655.00","9,685.00","9,645.00",0.13%
1/1/2013,"9,637.50","9,637.50","9,637.50","9,637.50",0.00%
12/31/2012,"9,637.50","9,637.50","9,637.50","9,637.50",0.00%
12/28/2012,"9,637.50","9,667.50","9,691.50","9,637.50",-0.26%
12/27/2012,"9,662.50","9,677.50","9,707.50","9,662.50",0.05%
12/26/2012,"9,657.50","9,677.50","9,707.50","9,657.50",0.00%
12/25/2012,"9,657.50","9,657.50","9,657.50","9,657.50",0.00%
12/24/2012,"9,657.50","9,657.50","9,657.50","9,657.50",0.00%
12/21/2012,"9,657.50","9,677.50","9,692.50","9,657.50",0.05%
12/20/2012,"9,652.50","9,662.50","9,687.50","9,652.50",0.03%
12/19/2012,"9,650.00","9,652.00","9,670.00","9,650.00",0.07%
12/18/2012,"9,643.50","9,643.50","9,648.50","9,642.50",0.04%
12/17/2012,"9,640.00","9,645.00","9,646.00","9,640.00",0.03%
12/14/2012,"9,637.50","9,647.50","9,652.50","9,635.50",0.03%
12/13/2012,"9,635.00","9,635.00","9,650.00","9,635.00",0.05%
12/12/2012,"9,630.00","9,640.00","9,650.00","9,625.00",-0.05%
12/11/2012,"9,635.00","9,629.00","9,655.00","9,629.00",0.05%
12/10/2012,"9,630.00","9,615.00","9,655.00","9,615.00",0.10%
12/7/2012,"9,620.00","9,615.00","9,625.00","9,615.00",0.10%
12/6/2012,"9,610.00","9,605.00","9,625.00","9,605.00",0.10%
12/5/2012,"9,600.00","9,600.00","9,615.00","9,600.00",0.00%
12/4/2012,"9,600.00","9,605.00","9,615.00","9,600.00",0.05%
12/3/2012,"9,595.00","9,593.00","9,610.00","9,593.00",0.02%
11/30/2012,"9,593.50","9,605.50","9,610.50","9,589.50",-0.07%
11/29/2012,"9,600.00","9,610.00","9,615.00","9,595.00",0.00%
11/28/2012,"9,600.00","9,605.00","9,621.00","9,600.00",0.00%
11/27/2012,"9,600.00","9,600.00","9,605.00","9,585.00",0.00%
11/26/2012,"9,600.00","9,614.00","9,620.00","9,595.00",-0.13%
11/23/2012,"9,612.50","9,632.50","9,632.50","9,611.50",-0.16%
11/22/2012,"9,627.50","9,635.50","9,639.50","9,627.50",-0.08%
11/21/2012,"9,635.50","9,637.50","9,642.50","9,635.50",0.03%
11/20/2012,"9,633.00","9,636.00","9,640.00","9,633.00",0.03%
11/19/2012,"9,630.00","9,635.00","9,643.00","9,625.00",0.05%
11/16/2012,"9,625.00","9,625.00","9,625.00","9,625.00",0.00%
11/15/2012,"9,625.00","9,625.00","9,625.00","9,625.00",0.00%
11/14/2012,"9,625.00","9,635.00","9,640.00","9,625.00",0.00%
11/13/2012,"9,625.00","9,635.00","9,640.00","9,625.00",0.05%
11/12/2012,"9,620.00","9,635.00","9,640.00","9,620.00",0.00%
11/9/2012,"9,620.00","9,635.00","9,635.00","9,619.00",-0.10%
11/8/2012,"9,630.00","9,625.00","9,640.00","9,625.00",0.26%
11/7/2012,"9,605.00","9,640.00","9,640.00","9,595.00",-0.16%
11/6/2012,"9,620.00","9,635.00","9,635.00","9,620.00",0.00%
11/5/2012,"9,620.00","9,635.00","9,635.00","9,620.00",0.05%
11/2/2012,"9,615.00","9,620.00","9,634.00","9,615.00",-0.05%
11/1/2012,"9,620.00","9,625.00","9,635.00","9,620.00",0.16%
10/31/2012,"9,605.00","9,635.00","9,635.00","9,605.00",-0.10%
10/30/2012,"9,615.00","9,615.00","9,633.00","9,615.00",0.10%
10/29/2012,"9,605.00","9,615.00","9,617.00","9,605.00",0.00%
10/26/2012,"9,605.00","9,605.00","9,605.00","9,605.00",0.00%
10/25/2012,"9,605.00","9,620.00","9,620.00","9,605.00",-0.05%
10/24/2012,"9,610.00","9,610.00","9,615.00","9,605.00",0.03%
10/23/2012,"9,607.50","9,602.50","9,612.50","9,602.50",0.03%
10/22/2012,"9,605.00","9,595.00","9,605.00","9,595.00",0.13%
10/19/2012,"9,592.50","9,587.50","9,592.50","9,581.50",0.05%
10/18/2012,"9,588.00","9,575.00","9,595.00","9,575.00",0.15%
10/17/2012,"9,574.00","9,574.00","9,585.00","9,573.00",-0.11%
10/16/2012,"9,585.00","9,585.00","9,590.00","9,584.00",-0.05%
10/15/2012,"9,590.00","9,595.00","9,595.00","9,589.00",0.13%
10/12/2012,"9,577.50","9,587.50","9,607.50","9,572.50",-0.05%
10/11/2012,"9,582.50","9,602.50","9,607.50","9,577.50",-0.10%
10/10/2012,"9,592.00","9,605.00","9,610.00","9,591.00",0.00%
10/9/2012,"9,592.00","9,605.00","9,605.00","9,592.00",0.01%
10/8/2012,"9,591.00","9,575.00","9,591.00","9,575.00",0.02%
10/5/2012,"9,589.00","9,597.00","9,598.00","9,589.00",-0.01%
10/4/2012,"9,590.00","9,595.00","9,600.00","9,590.00",0.05%
10/3/2012,"9,585.00","9,590.00","9,590.00","9,585.00",0.05%
10/2/2012,"9,580.00","9,590.00","9,593.00","9,580.00",0.00%
10/1/2012,"9,580.00","9,590.00","9,595.00","9,580.00",0.10%
9/28/2012,"9,570.00","9,585.00","9,592.00","9,570.00",-0.05%
9/27/2012,"9,575.00","9,595.00","9,595.00","9,575.00",-0.10%
9/26/2012,"9,585.00","9,580.00","9,590.00","9,580.00",0.10%
9/25/2012,"9,575.00","9,585.00","9,585.00","9,575.00",0.13%
9/24/2012,"9,562.50","9,562.50","9,577.50","9,547.50",0.18%
9/21/2012,"9,545.00","9,550.00","9,560.00","9,544.00",0.05%
9/20/2012,"9,540.00","9,538.00","9,550.00","9,538.00",0.03%
9/19/2012,"9,537.50","9,527.50","9,555.50","9,527.50",0.37%
9/18/2012,"9,502.50","9,477.50","9,502.50","9,477.50",0.42%
9/17/2012,"9,462.50","9,477.50","9,477.50","9,445.50",-0.45%
9/14/2012,"9,505.00","9,580.00","9,580.00","9,505.00",-0.76%
9/13/2012,"9,577.50","9,577.50","9,597.50","9,577.50",0.10%
9/12/2012,"9,568.00","9,583.00","9,588.00","9,568.00",-0.10%
9/11/2012,"9,577.50","9,590.50","9,599.50","9,577.50",0.01%
9/10/2012,"9,577.00","9,585.00","9,593.00","9,577.00",0.07%
9/7/2012,"9,570.00","9,595.00","9,600.00","9,570.00",0.05%
9/6/2012,"9,565.00","9,590.00","9,595.00","9,565.00",-0.05%
9/5/2012,"9,570.00","9,590.00","9,598.00","9,570.00",-0.01%
9/4/2012,"9,571.00","9,580.00","9,591.00","9,570.00",0.38%
9/3/2012,"9,535.00","9,560.00","9,590.00","9,530.00",0.00%
8/31/2012,"9,535.00","9,575.00","9,575.00","9,530.00",-0.10%
8/30/2012,"9,545.00","9,565.00","9,585.00","9,545.00",-0.03%
8/29/2012,"9,547.50","9,537.50","9,575.50","9,537.50",0.13%
8/28/2012,"9,535.00","9,530.00","9,536.00","9,525.00",0.21%
8/27/2012,"9,515.00","9,515.00","9,520.00","9,505.00",0.11%
8/24/2012,"9,505.00","9,505.00","9,510.00","9,500.00",0.12%
8/23/2012,"9,494.00","9,481.00","9,499.00","9,481.00",0.04%
8/22/2012,"9,490.00","9,490.00","9,490.00","9,490.00",0.00%
8/21/2012,"9,490.00","9,490.00","9,490.00","9,490.00",0.00%
8/20/2012,"9,490.00","9,490.00","9,490.00","9,490.00",0.00%
8/17/2012,"9,490.00","9,490.00","9,490.00","9,490.00",0.00%
8/16/2012,"9,490.00","9,510.00","9,515.00","9,490.00",-0.08%
8/15/2012,"9,497.50","9,487.50","9,502.50","9,482.50",0.16%
8/14/2012,"9,482.50","9,487.50","9,489.50","9,474.50",-0.03%
8/13/2012,"9,485.00","9,480.00","9,490.00","9,465.00",0.08%
8/10/2012,"9,477.50","9,477.50","9,479.50","9,472.50",0.06%
8/9/2012,"9,471.50","9,483.50","9,483.50","9,471.50",0.01%
8/8/2012,"9,470.50","9,477.50","9,484.50","9,470.50",0.03%
8/7/2012,"9,467.50","9,473.50","9,479.50","9,467.50",0.03%
8/6/2012,"9,465.00","9,455.00","9,475.00","9,455.00",-0.03%
8/3/2012,"9,467.50","9,482.50","9,492.50","9,467.50",0.00%
8/2/2012,"9,467.50","9,477.50","9,485.50","9,467.50",0.26%
8/1/2012,"9,442.50","9,467.50","9,477.50","9,442.50",-0.03%
7/31/2012,"9,445.00","9,485.00","9,486.00","9,445.00",-0.11%
7/30/2012,"9,455.00","9,450.00","9,485.00","9,445.00",0.00%
7/27/2012,"9,455.00","9,485.00","9,498.00","9,450.00",-0.24%
7/26/2012,"9,477.50","9,492.50","9,497.50","9,477.50",-0.05%
7/25/2012,"9,482.50","9,492.50","9,507.50","9,482.50",0.16%
7/24/2012,"9,467.50","9,487.50","9,492.50","9,467.50",0.13%
7/23/2012,"9,455.00","9,480.00","9,495.00","9,454.00",0.05%
7/20/2012,"9,450.00","9,465.00","9,483.00","9,449.00",0.03%
7/19/2012,"9,447.50","9,457.50","9,485.50","9,447.50",-0.03%
7/18/2012,"9,450.00","9,460.00","9,475.00","9,450.00",0.11%
7/17/2012,"9,440.00","9,455.00","9,480.00","9,440.00",-0.11%
7/16/2012,"9,450.00","9,455.00","9,490.00","9,450.00",0.03%
7/13/2012,"9,447.50","9,467.50","9,497.50","9,447.50",0.03%
7/12/2012,"9,445.00","9,435.00","9,485.00","9,435.00",0.32%
7/11/2012,"9,415.00","9,440.00","9,470.00","9,415.00",-0.16%
7/10/2012,"9,430.00","9,425.00","9,450.00","9,420.00",0.21%
7/9/2012,"9,410.00","9,405.00","9,445.00","9,400.00",-0.34%
7/6/2012,"9,442.00","9,395.00","9,474.00","9,355.00",0.62%
7/5/2012,"9,384.00","9,370.00","9,405.00","9,340.00",0.44%
7/4/2012,"9,342.50","9,347.50","9,467.50","9,307.50",0.20%
7/3/2012,"9,324.00","9,390.00","9,435.00","9,323.00",-0.76%
7/2/2012,"9,395.00","9,385.00","9,455.00","9,355.00",0.03%
6/29/2012,"9,392.50","9,457.50","9,482.50","9,392.50",-0.56%
6/28/2012,"9,445.00","9,455.00","9,480.00","9,445.00",0.00%
6/27/2012,"9,445.00","9,465.00","9,485.00","9,445.00",0.05%
6/26/2012,"9,440.00","9,465.00","9,480.00","9,435.00",0.00%
6/25/2012,"9,440.00","9,450.00","9,476.00","9,440.00",0.03%
6/22/2012,"9,437.50","9,447.50","9,477.50","9,437.50",0.08%
6/21/2012,"9,430.00","9,445.00","9,480.00","9,430.00",0.11%
6/20/2012,"9,420.00","9,420.00","9,490.00","9,419.00",0.16%
6/19/2012,"9,405.00","9,420.00","9,460.00","9,400.00",0.19%
6/18/2012,"9,387.50","9,397.50","9,433.50","9,382.50",0.03%
6/15/2012,"9,385.00","9,435.00","9,470.00","9,384.00",-0.37%
6/14/2012,"9,420.00","9,445.00","9,471.00","9,419.00",0.00%
6/13/2012,"9,420.00","9,410.00","9,475.00","9,410.00",0.16%
6/12/2012,"9,405.00","9,425.00","9,460.00","9,405.00",0.00%
6/11/2012,"9,405.00","9,400.00","9,450.00","9,400.00",0.21%
6/8/2012,"9,385.00","9,390.00","9,435.00","9,380.00",0.16%
6/7/2012,"9,370.00","9,360.00","9,410.00","9,360.00",0.75%
6/6/2012,"9,300.00","9,410.00","9,495.00","9,290.00",-1.09%
6/5/2012,"9,402.50","9,412.50","9,462.50","9,402.50",0.03%
6/4/2012,"9,400.00","9,410.00","9,486.00","9,400.00",0.13%
6/1/2012,"9,387.50","9,347.50","9,482.50","9,297.50",-0.13%
5/31/2012,"9,400.00","9,460.00","9,570.00","9,390.00",-0.37%
5/30/2012,"9,435.00","9,365.00","9,590.00","9,365.00",0.43%
5/29/2012,"9,395.00","9,335.00","9,565.00","9,335.00",0.70%
5/28/2012,"9,330.00","9,300.00","9,410.00","9,300.00",0.46%
5/25/2012,"9,287.50","9,267.50","9,347.50","9,267.50",0.24%
5/24/2012,"9,265.00","9,265.00","9,275.00","9,265.00",0.05%
5/23/2012,"9,260.00","9,260.00","9,285.00","9,259.00",0.35%
5/22/2012,"9,227.50","9,267.50","9,268.50","9,227.50",-0.24%
5/21/2012,"9,250.00","9,260.00","9,275.00","9,249.00",0.09%
5/18/2012,"9,242.00","9,242.00","9,242.00","9,242.00",0.00%
5/17/2012,"9,242.00","9,242.00","9,242.00","9,242.00",0.00%
5/16/2012,"9,242.00","9,270.00","9,280.00","9,242.00",0.02%
5/15/2012,"9,240.00","9,245.00","9,270.00","9,235.00",0.05%
5/14/2012,"9,235.00","9,205.00","9,265.00","9,205.00",0.49%
5/11/2012,"9,190.00","9,190.00","9,200.00","9,145.00",0.11%
5/10/2012,"9,180.00","9,255.00","9,265.00","9,175.00",-0.54%
5/9/2012,"9,230.00","9,215.00","9,235.00","9,187.00",0.38%
5/8/2012,"9,195.00","9,205.00","9,240.00","9,195.00",0.00%
5/7/2012,"9,195.00","9,210.00","9,230.00","9,195.00",0.05%
5/4/2012,"9,190.00","9,200.00","9,210.00","9,189.00",0.00%
5/3/2012,"9,190.00","9,210.00","9,210.00","9,190.00",-0.09%
5/2/2012,"9,198.00","9,186.00","9,198.00","9,186.00",0.06%
5/1/2012,"9,192.50","9,192.50","9,192.50","9,187.50",0.02%
4/30/2012,"9,190.50","9,187.50","9,194.50","9,184.50",0.02%
4/27/2012,"9,189.00","9,190.00","9,197.00","9,189.00",0.04%
4/26/2012,"9,185.00","9,200.00","9,201.00","9,184.00",-0.14%
4/25/2012,"9,197.50","9,177.50","9,200.50","9,177.50",0.05%
4/24/2012,"9,192.50","9,192.50","9,197.50","9,189.50",0.07%
4/23/2012,"9,186.50","9,171.50","9,187.50","9,171.50",0.03%
4/20/2012,"9,183.50","9,180.50","9,183.50","9,176.50",0.05%
4/19/2012,"9,179.00","9,179.00","9,186.00","9,177.00",0.02%
4/18/2012,"9,177.50","9,172.50","9,181.50","9,172.50",-0.03%
4/17/2012,"9,180.00","9,175.00","9,185.00","9,175.00",0.05%
4/16/2012,"9,175.00","9,155.00","9,185.00","9,155.00",0.38%
4/13/2012,"9,140.00","9,170.00","9,185.00","9,140.00",-0.25%
4/12/2012,"9,162.50","9,177.50","9,187.50","9,162.50",0.11%
4/11/2012,"9,152.50","9,167.50","9,182.50","9,147.50",0.03%
4/10/2012,"9,150.00","9,160.00","9,178.00","9,150.00",0.00%
4/9/2012,"9,150.00","9,150.00","9,180.00","9,115.00",0.44%
4/6/2012,"9,110.00","9,110.00","9,110.00","9,110.00",0.00%
4/5/2012,"9,110.00","9,150.00","9,165.00","9,085.00",-0.33%
4/4/2012,"9,140.00","9,145.00","9,165.00","9,140.00",0.11%
4/3/2012,"9,130.00","9,140.00","9,160.00","9,115.00",-0.11%
4/2/2012,"9,140.00","9,155.00","9,180.00","9,135.00",-0.04%
3/30/2012,"9,144.00","9,175.00","9,190.00","9,143.00",-0.23%
3/29/2012,"9,165.00","9,175.00","9,197.00","9,160.00",0.19%
3/28/2012,"9,147.50","9,182.50","9,194.50","9,147.50",-0.11%
3/27/2012,"9,157.50","9,182.50","9,192.50","9,152.50",-0.19%
3/26/2012,"9,175.00","9,165.00","9,190.00","9,165.00",0.19%
3/23/2012,"9,157.50","9,157.50","9,157.50","9,157.50",0.00%
3/22/2012,"9,157.50","9,162.50","9,187.50","9,157.50",0.14%
3/21/2012,"9,145.00","9,180.00","9,180.00","9,144.00",-0.11%
3/20/2012,"9,155.00","9,165.00","9,180.00","9,155.00",0.33%
3/19/2012,"9,125.00","9,135.00","9,170.00","9,125.00",-0.05%
3/16/2012,"9,130.00","9,185.00","9,190.00","9,110.00",-0.41%
3/15/2012,"9,167.50","9,192.50","9,197.50","9,167.50",-0.03%
3/14/2012,"9,170.00","9,190.00","9,200.00","9,170.00",0.05%
3/13/2012,"9,165.00","9,165.00","9,165.00","9,165.00",0.08%
3/12/2012,"9,157.50","9,157.50","9,167.50","9,157.50",0.27%
3/9/2012,"9,132.50","9,112.50","9,137.50","9,112.50",-0.03%
3/8/2012,"9,135.00","9,135.00","9,170.00","9,105.00",0.27%
3/7/2012,"9,110.00","9,180.00","9,195.00","9,110.00",-0.30%
3/6/2012,"9,137.50","9,137.50","9,182.50","9,136.50",0.16%
3/5/2012,"9,122.50","9,107.50","9,142.50","9,107.50",0.47%
3/2/2012,"9,080.00","9,100.00","9,115.00","9,080.00",0.00%
3/1/2012,"9,080.00","9,060.00","9,110.00","9,060.00",0.67%
2/29/2012,"9,020.00","9,070.00","9,100.00","9,020.00",-0.11%
2/28/2012,"9,030.00","9,130.00","9,170.00","9,030.00",-1.04%
2/27/2012,"9,125.00","9,070.00","9,180.00","9,070.00",0.88%
2/24/2012,"9,045.00","9,065.00","9,090.00","9,040.00",0.00%
2/23/2012,"9,045.00","9,065.00","9,085.00","9,040.00",-0.06%
2/22/2012,"9,050.00","9,025.00","9,065.00","9,025.00",0.11%
2/21/2012,"9,040.00","9,035.00","9,060.00","9,025.00",0.44%
2/20/2012,"9,000.00","9,020.00","9,047.00","9,000.00",0.00%
2/17/2012,"9,000.00","8,960.00","9,030.00","8,955.00",-0.06%
2/16/2012,"9,005.00","8,970.00","9,040.00","8,960.00",0.56%
2/15/2012,"8,955.00","9,020.00","9,045.00","8,950.00",-0.56%
2/14/2012,"9,005.00","9,030.00","9,050.00","9,005.00",0.06%
2/13/2012,"9,000.00","8,990.00","9,030.00","8,990.00",0.17%
2/10/2012,"8,985.00","8,975.00","9,005.00","8,975.00",0.45%
2/9/2012,"8,945.00","8,905.00","8,987.00","8,895.00",0.73%
2/8/2012,"8,880.00","8,985.00","9,000.00","8,875.00",-0.70%
2/7/2012,"8,942.50","8,997.50","9,002.50","8,942.50",-0.47%
2/6/2012,"8,985.00","8,985.00","8,995.00","8,980.00",0.17%
2/3/2012,"8,970.00","8,980.00","9,010.00","8,970.00",0.34%
2/2/2012,"8,940.00","8,950.00","8,950.00","8,880.00",-0.47%
2/1/2012,"8,982.50","9,012.50","9,037.50","8,977.50",-0.08%
1/31/2012,"8,990.00","9,010.00","9,025.00","8,990.00",0.00%
1/30/2012,"8,990.00","8,980.00","9,005.00","8,980.00",0.20%
1/27/2012,"8,972.50","8,992.50","8,997.50","8,972.50",0.08%
1/26/2012,"8,965.00","8,905.00","9,005.00","8,905.00",0.84%
1/25/2012,"8,890.00","9,005.00","9,036.00","8,875.00",-1.25%
1/24/2012,"9,002.50","8,972.50","9,002.50","8,972.50",0.64%
1/23/2012,"8,945.00","8,945.00","8,945.00","8,945.00",0.00%
1/20/2012,"8,945.00","8,985.00","8,985.00","8,945.00",-0.28%
1/19/2012,"8,970.00","9,020.00","9,080.00","8,970.00",-0.66%
1/18/2012,"9,030.00","9,120.00","9,195.00","9,030.00",-0.61%
1/17/2012,"9,085.00","9,165.00","9,215.00","9,085.00",-0.49%
1/16/2012,"9,130.00","9,080.00","9,210.00","9,080.00",0.55%
1/13/2012,"9,080.00","9,195.00","9,195.00","9,075.00",-0.87%
1/12/2012,"9,160.00","9,160.00","9,211.00","9,155.00",0.00%
1/11/2012,"9,160.00","9,210.00","9,210.00","9,160.00",0.05%
1/10/2012,"9,155.00","9,195.00","9,215.00","9,155.00",0.05%
1/9/2012,"9,150.00","9,150.00","9,190.00","9,150.00",0.60%
1/6/2012,"9,095.00","9,155.00","9,165.00","9,094.00",-0.33%
1/5/2012,"9,125.00","9,190.00","9,190.00","9,115.00",-0.22%
